uid,email,username,first_name,last_name,impact_score,company,job_title,education,university,major,num_follower,communication_services,consumer_discretionary,consumer_staples,energy,financials,health_care,industrials,information_technology,materials,real_estate,utilities,Fraud_Detection,Risk_Scoring,Healthcare,Internet_Search,Marketing_Effectiveness,Website_Recommendations,Image_Recognition,Speech_Recognition,Airline_Route_Planning,Price_Analytics,Supply_Chain_Optimization,Talent_Acquisition_Analytics,Environment_Analytics,Epidemiology,Social_Policy,Evaluation_and_Assessment,filter_test,filter_spam,filter_spam_2,project_list,covid_competition,news_competition,property_competition,restaurant_competition,investment_competition,recency
5526,kellysharon@u.nus.edu,kwalters,Jessica,Garcia,8.585404635910308,abc,senior data scientist ,nan,nan,nan,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,"[(548, '311, arterial reports. The Department of City', 'follows are proposed by the month of all data available discal year 2020.\n\nThis dataset is produced from the San Francisco Planning Code.\n2008-2014 Average Class Size Report Class Size - C', 'Java')]",False,False,False,False,False,0
10932,pobrien@gmail.com,matthewgregory,Brad,Price,1.562115443174201,uc san diego,nan,nan,columbia university in the city of new york,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,True,False,False,False,0
7566,jenniferjordan@gmail.com,dsoto,Heather,Hernandez,2.6753936752695253,universitas hasanuddin,nan,masters degree,nan,nan,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(878, 'for the year 2015-2017-2015 for more information', ', the same day, including counts, since the census.\n\n<strong>D. HOW TO USE THIS DATASET</strong>\r\nThis differently boundaries can be related', 'C++'), (591, 'English Language Arts (ELs', '311, all requests fulfilled per week is also available by mousing over columns.  The Department of Transportation (CDOT) responds to potholes reported through 311���s Customer Serv', 'C++'), (78, '311, week and all property job', '311���s Calls/Filers/Filers/Filers/Services/Services/Cases-Government/2014-2014/c76/tnnp-demp/data_street_treet_', 'C++'), (429, '.gov/opcd/population-and-', 'on 35-124/24/50331/c65ddd1ddd</a>\n\n<strong>A. SUMMARY</strong>\n<strong>D. HOW TO US', 'Other'), (1472, 'its population for events and housing con', 'found <a href=""""https://data.cityofnewyork.us/City-Government/Parking-Violations-Issued-Fiscal-Year-2014/myakxx-msmsnd-pv9', 'C++'), (370, 'for approval.</div><div><br /></div', 'at <a href=""""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"""">BYTES of the BIG APL', None), (468, '311 Service Requests,Service requests re', ', affordable housing demographic properties that supportive of the property to created the City total number of violation, date the City, and theysisximately previous requested underlying', 'Python')]",False,False,False,False,False,15
10086,amberwells@gmail.com,sandraflores,Jesse,Holmes,1.562115443174201,elon university,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10662,fthomas@lion.lmu.edu,xwilliams,Laura,Ramirez,1.562115443174201,nan,software developer,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,True,False,False,0
10482,kimberlysimon@gmu.edu,roseelizabeth,Patricia,Rivera,6.901759717773027,genentech,student,nan,university of south carolina,computational neuroscience,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(709, 'its for arterial streets and under', 'and greenth of real parking planning the date of art and maintenance streets.<br /><br />| As Neighborhood Sales by Census 2020 2020 census 2020 count of census b', None), (1051, 's and the beginning of 9000 and is', '1.164-1274.5 requires persons who make any independent expenditure, electioneering communication, or member communication that clearly identified as a candidate for City', None), (895, 'its across the city.\n\nManage', ', and legal streets and are not included in the Transportation Norted Bigycle and Performance Metrics - Transportation,""When moisture seeps into pavement, it expands', 'C++'), (502, ', sidewalks, but not limit', ', since January 1, 2010 to present.\r\n\r\nThis dataset displays the positions and related salaries detailed in the budget as of January 1. It is extracted from the personnel portion of the App', 'Python'), (695, 'for three concreation. The metric met', 'its in this dataset is provided by the NYPD website. Each record represents the number of event permit may have multiple housing data for housing development or completed part of the sources. This information is provisional d', None), (119, ""on the City's communitying of Seattle Department of City Planning"", 'to provisional and receive of a specific addresses are strictly property taxs.\r\nAll previously released versions of this data are available at <a href=""""https://www1.nyc.gov/site/', 'Python'), (1473, ""(DBG), which is a part of the City's building"", 'Tree Preliminary System (PC) - Map,""Street sweeping zones by Ward Section, name, sections, and sanites, bills, needed to exist a way for', 'C'), (575, 'English Language Arts (ELA)', 'with the Board of Employment Collision, Category, Charters, and Contributions, Homedayers, Since 101, 2010, NYStudents, including Census Tracts, establish', 'R'), (908, '.</div><br /></div><div>Each record', 'jobs filed or remove results. Data are updated to change in the year 2020. Note: Separately guides are derived from 0-17.80,  For more information about COVID-', 'Other')]",False,False,False,False,False,0
9252,amber63@gmail.com,nicolelane,Richard,Nelson,1.562115443174201,university of cincinnati,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9246,tina52@GMAIL.COM,edwardstara,Kelly,Collins,9.049597600194673,trunojoyo university,nan,nan,nan,nan,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1222, ""of the City's camera for community district,"", '311 Service Requests (CSR) system by mapping open pothole requests each morning and routing crews in geographic clusters so as to fill as many potholes as possible per', 'R')]",False,False,False,False,False,0
16794,jerry11@gmail.com,victoria35,Rebecca,Mooney,1.562115443174201,the university of texas at dallas,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
3426,melissaadams@lse.ac.uk,cynthiafox,Nathan,Blackwell,1.562115443174201,auburn university,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,True,True,False,0
9390,loganangela@northeastern.edu,barbara51,Jon,Waters,1.562115443174201,universitas narotama,masters student,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10440,zachary34@fmipa.unila.ac.id,patricia50,Michael,Espinoza,1.562115443174201,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9888,fitzgeraldamanda@mail.uc.edu,petersonchris,Michael,Hurley,1.562115443174201,chenzhi,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,,False,False,False,False,False,0
9234,ruth71@yahoo.com,barrjennifer,Anna,Swanson,9.518408042055377,nan,nan,less than high school,nan,electrical engineering,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1150, ', removeance and legal renewals that', ""attributes, separately dependance of Census tracts within the city, and total number of people maintenance group, and other health. For more information about the City's Council District, see https://data"", 'C'), (1438, ', properties similar in physical', 'as a same day with Express Permit or e-Permit (""""No Plan Check"""" category), or a permit may require that the plans be reviewed (""""Plan Check"""" category) by a Building and Safety Plan Check personnel.""', 'Java'), (1218, 'Events (LE) of Shot Cases and', 'identified as the day of the City���s operating budget at the beginning of the fiscal year on January 1, 2009.""\nStreet Sweeping - 2016 - January 22 - 2011 Children -', None), (198, 'for the year 2014. This dataset reflects all data from', 'for the year 2020-121.\nBudget - 2014 Budget Ordinance - Positions and Salaries,""The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council.', 'Java'), (1317, '_Graffic_Flow_Counts_OD', 'for month and year 2020.  This dataset was developed through a process involving some of the primary stewards for the facility data and their stakeholders. It is meant to be a living refe', None), (1274, 'found at 312.3.5443(', 'Technology and Tuesday through Sunday. The dataset contains more than 65,000 records/rows of data and cannot be viewed in full in Microsoft Excel. Therefore, when', 'Java')]",False,False,False,False,False,0
4110,juan84@depaul.edu,mdavis,Vincent,Brown,1.562115443174201,simon fraser university,drilling engineer,nan,san francisco state university,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9090,hlopez@ucr.edu,rodriguezstephen,Willie,Zavala,1.562115443174201,knime,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9222,vargaschristina@gmail.com,ahill,Robin,Hardy,1.562115443174201,nan,product,nan,nan,spatial economics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10530,umedina@lion.lmu.edu,justinbell,Hector,Mcintosh,1.562115443174201,ui,guest lecturer,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,False,False,False,False,False,0
3936,mooneypamela@mail2.sysu.edu.cn,jocelyncooley,Lauren,Goodwin,1.562115443174201,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9984,mbarry@gmail.com,richkristina,Dylan,Hunter,1.562115443174201,nan,ceo,nan,nan,management engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9018,joelhebert@gmail.com,melissajones,Christopher,Spencer,1.562115443174201,tu berlin,cofounder,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10650,hillsamuel@gmail.com,fhartman,Elizabeth,Thompson,1.562115443174201,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,True,False,114
10290,uhall@gmail.com,schmittleah,Mary,Jackson,1.5104232,nan,data scientist,nan,national university,business management economics  information systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10164,lopezbrenda@gmail.com,fdavis,Lynn,Vaughan,1.5104232,universitas muhammadiyah malang,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
2898,rachaelcooper@gmail.com,kingangela,Gabriella,Neal,4.714438093299443,nan,nan,nan,nan,nan,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,"[(266, ', and may be made on the license of', 'and price.</a>\r\n</i>\r\n<li><span><li><span><span><span><span><span><span><span><span><span><span><span><span><span>There is a single-ince the areargin of', None), (546, 'its for removal directional park', 'for the City Council has passed in the NYPD website.\r\n\r\nThis dataset includes the sub-tracted investment resource, counts and rosss for all data forms through 311���s Customer Service', 'Python')]",False,False,False,False,False,0
2808,kayla15@marshall.usc.edu,gordonjonathan,Rita,Stephens,0.3567951159718463,nan,senior research associate,nan,nan,nan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1977, 'and approved by the Class Sale Prev', ', home additional information for the years of the police energy use of the Berth and Community District boundaries with contracts.""\nCensus Block Groups - 2014 Quality Review,""The City of Seattle consistenter serv', 'R'), (1322, 'Ordinance and sources to decisional st', ""15-88ek8:8px;'><br /></div><div><div>Annually property licenses is a group of these boundary of each likely cohort, lense, ph"", 'Python'), (816, 'Technology and Telecommun', '. These set of the approximately 311 light while diction of Civil Service Area residents who would guarantee or from a guarantee.</strong>\r\nA daily with dra', 'C'), (1108, 'of NYC Housing Database (Map)\nPer', ""records, the property application for one or legal early. It is one additional in the device is always the documented by the City Planning Department's Council.\n\n\nDisclaim"", 'R'), (321, 'twice each year.""\nNYC Community District - C', 'for the City of Seattle sources, do not providers to other function in this dataset. These streets in this dataset open databtain and are in this dataset.""\nStreet Lidewalk Obligation,""GIS data: B', 'Other'), (1334, '311, anterested housing units ar', 'database of the department for the City\'s Permit Tracking System, processed quarterly.""\nNYC Resources - By Planning,""This dataset is a licensed trips, amount of amount of cyclearly ', 'C'), (1895, '/open-data/bytes-archive.', 'sources.  These application is population, and job and paid parking parking parking area for grouped small businesses. The large for Civil Service Data on the Board', None), (1440, 'for one collection vehicles that are but not', 'Violations \'By.\n���\tCool Dataset - Total Active Businesses by Violations Issued - Issued - Issued Fiscal Year 2015 can be found <a href=""""https://data.cityof', 'C++'), (1095, 'its for a small of the City of Seattle. This', 'for all property shelter systems to population and bridges.�� The data set and is not set and are population for just the population and subject to change of traffic data.</div><div', 'Java'), (1826, '311, affordable housing unit types,', 'district. The primary crimary crash reports are limited as part of this database. Please see the data underlated link for additional documentation- https://github.com/CityOfN', 'C++')]",False,False,False,False,False,0
8640,theodore91@test.com,varellano,Carrie,Lester,1.49624336,nan,data engineer,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
2376,david68@g.ucla.edu,leeheather,Stacey,Carlson,1.3946549166391282,ashland university,nan,nan,nan,management information systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,True,False,0
8394,hmartin@gmail.com,griffincarl,Marissa,Chan,1.3578996,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
5670,meyerjoshua@hotmail.com,calvarez,Steven,Carlson,1.3576335966391282,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,True,False,False,False,0
5532,jmclaughlin@u.nus.edu,moorevictor,Linda,Smith,0.7114748099681212,tidak ada,nan,nan,other,data analytics,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(612, 'for the year 2014-2010-202-2015', '35,000 square footage of the City of Seattle. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser.', 'C++'), (1539, 'December 31, 2016.\r\nFor more', 'follows opened at names of the early 2018.\r\n\r\nAll previously released versions of this data are available at <a href=""""https://www1.nyc.gov/site/planning/data-maps/op', 'Python'), (1816, '22 - Allocation Code,""If average', ""information about the City's group of the previous district. The land use of the most recent consumeration of the crash predicts, physical, crash datasets, visuals, not be updated d"", 'C'), (953, 'for more information about the current city workforce, with', ', some between the licenses and attribute to the public physical and resources (CPD) at all markets calls. The data was new developed through a new life studies, includ', 'C++'), (1447, 'data by borough, see https://data.sf', 's and are not included in this dataset.""\nPerformance Metrics - Family & Support Services - Port Services - Care Service - Home Districts,Affairs and Consumer Protection\'s Personal H', 'Java'), (1420, 'attributes anticipation of active or adm', '. To view or use these files, special GIS software such as Google Earth is required. To download, right-click the """"Download"""" link above and choose """"Save link as.""""""\nEmployee Once', 'Python'), (1537, 'for a City���s operating budget at the beginning', 'its jobs or alterations for a one-hour direction pakes before the 60,000erth graders in the City. This metric traffic data is reported by manually 50 schools and rea', 'Python'), (203, '- Questions,Seattle Parks and Recreation', '311 frequency: Database: Goals 10 - Allocation Account for Administration Areas (CAS) Form 700 - Light&quot;, Verified1 34, 346.5,', 'C++')]",False,False,False,False,False,0
6642,karengeorge@outlook.com,charlessmith,Jonathan,Buchanan,1.3576335966391282,ministry of housing,nan,bachelors degree,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
5856,stewartheather@gmail.com,jillmunoz,Dustin,Smith,1.3576335966391282,american psychological association,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
2580,michael74@mail.brandman.edu,ldoyle,Nicole,Bolton,4.035755743186481,nan,student,nan,nan,computer science,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(943, '.\r\n\r\nNote:  Application: ', 'and approved by the City Council. It reflects the City���s operating budget at the beginning of the fiscal year on January 1, 2009 the present.This dataset displays the positions and related salaries', 'Python'), (1872, 'for housing units similar property pur', 'and received by annually group of housing construction and development projects that addresses.  During other season responsible for the purposes, remove residential units of remove residential un', None)]",False,False,False,False,False,0
5580,carl15@u.nus.edu,jessica50,Michelle,Lewis,6.802097209029032,rmds,nan,nan,nan,nan,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(652, '311���s Customer Service Requests (', 'Data from the 2016-2019 Data Reported in the Application of the Admission of the Division of the Chicago Police Department at 312.745.65.60.5 require persons who make any independ', None), (1011, ', one sale price percent demographic and', '. \r\n\r\nThe 2011-2014 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Govern', 'C'), (1250, ', created analysis and restrict', '31,000, jobs filed or completed in NYC since January 1, 2008.""\nLink Directory of City Counts,""This data set provides data about all newed totalf of the new active', 'Python')]",False,False,False,False,False,0
5640,kellymicheal@gmail.com,mbanks,George,Kelly,2.673259096639926,nan,school,nan,nan,nan,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1368, 'its properties to this data set for many', 'ed by the City Council.\n2017-2011 NYC High School Survey,""Land use the City of Seattle has create manually excluded reported by the City of Chicago from 2006 through the NYSED change in the sc', 'Java'), (530, 'for the year 2020. Each row represents a', ""311, and leased facilities maintained in the City's Facility System of Record (FSR). This dataset was developed through a process involving some of the primary stewards for the facility data and their"", None), (545, "", some other data from the City's permit was admin"", '15 to the City Council for approval. It is a change in a change in a lename of the same day with Express Permit or e-Permit (""""No Plan Check"""" category), or a permit may require that the p', 'Other')]",True,False,False,False,False,0
5610,christinesimmons@gmail.com,garciaveronica,Lindsey,Green,1.3576335966391282,nan,research assistant student,nan,nan,business management economics  information systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,True,False,0
5616,gwalker@usc.edu,gmorales,Justin,Moore,1.3576335966391282,nan,nan,some college no degree,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
2568,victoria53@qq.com,tonyatorres,Andrew,Wagner,3.7920319185244677,rmds,nan,nan,university of south carolina,data analytics,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1229, 'Neighborhood Tree Tabulation Areas (W', '.\nCommunity Data - Daily Violations by Census Traction - Shapefiles - Day,""The City of Chicago licenses as part of these well as a regularly registered with the Department of Buildings (DOB)', None), (83, 'for a single year 2013.  This data is pro', 'its are included. Automated by a Transportation (DFTA) real following to four Ward System:\tNAD_E-CODE.\r\n   �����   Events_Choose """"Sup', 'C'), (5, '/Documents/Departments/SDOT/GIS', '311, authorized expenditures, or hours/months that exceed 24, 2016.5.5, then employmentary careers begins will be updated.chicago.gov/sfgov/compliance', None), (685, 'Questions page: https://github', 'of the City\'s building, including salt at least one-family home events. December 31, 2009.""\nStreets and Ward Signs - Map,""When moisture seeps into pave', 'Python'), (1626, '.s are extracted from the Events. O', 'Technology,""Active Businesses by Council District is a Filterable list of all active businesses currently registered with the Office of Finance. An """"active"""" business is defined as a registered business whose owner', 'Python'), (1198, '_Category_If you_Zoning</', ', goals and a site of its construction and legal units used. Therefore, the number of questions related to the data reporting process, not be followed pendings https://data.cityofchicago.org/d/qmqz', 'R')]",False,False,False,False,False,0
5568,longcarla@gmail.com,amandadodson,Melissa,Schneider,1.3576335966391282,ucsd,masters student,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
5664,jennifer33@usc.edu,qbenitez,Sean,French,1.3576335966391282,universitas surabaya,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
7536,brittany99@gmail.com,michael12,Colleen,Ramirez,1.3576335966391282,bucknell university,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,,False,False,False,False,False,0
5544,istewart@gmail.com,hayskara,Virginia,Brown,2.184000816093005,nan,associate professor,some college no degree,american university,nan,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(992, ', the database of housing units maintained', 'By Value (BG2-DBS) <a href=""""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"""">', 'C++'), (1771, 'for the year of the Appropriation Ordinance', 'attributes/population-and-tow-pographicsigns/data?where=%20portal%20%27PRANGORY%20ORY%20%20%27D%27PEN', None), (1128, 'its properties to the value condomini', '_Rpdate_Documents/SDOTPlane_IT_GIS@seattle.gov</a>\nNeighborhoods for Benchmarking Tabulation Groups,""Annually streets and lot boundaries of Seattle city St', 'Python'), (753, '311, anter, apartment buildings.\r\nU', 'English Language Arts (ELA) Tests, Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide trends in grades 6.8 and', 'Other')]",False,False,False,False,False,0
5658,christopher37@u.nus.edu,shenry,Angelica,Crawford,1.3576335966391282,dqlabsai,data validation specialist,masters degree,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
